,Type,Year,State,Gender,Total
4205,No Education,2001,Arunachal Pradesh,Male,14
6230,Primary,2006,A & N Islands,Female,14
4494,No Education,2005,D & N Haveli,Female,14
3598,Middle,2004,Jammu & Kashmir,Female,14
303,Diploma,2005,Gujarat,Male,14
2665,Matriculate/Secondary,2003,Arunachal Pradesh,Male,14
3861,Middle,2008,Chandigarh,Male,14
5413,Post Graduate and Above,2006,Gujarat,Male,14
1212,Graduate,2006,Gujarat,Female,14
6050,Primary,2003,Jharkhand,Female,14
5036,No Education,2012,Uttarakhand,Female,14
6694,Primary,2012,Meghalaya,Female,14
5632,Post Graduate and Above,2009,Karnataka,Female,14
1525,Graduate,2010,Punjab,Male,14
2738,Matriculate/Secondary,2004,Bihar,Female,14
6165,Primary,2005,Arunachal Pradesh,Male,14
6051,Primary,2003,Jharkhand,Male,14
503,Diploma,2008,Chhattisgarh,Male,14
3640,Middle,2005,A & N Islands,Female,14
4507,No Education,2005,Himachal Pradesh,Male,14
3460,Middle,2002,Jharkhand,Female,14
3125,Matriculate/Secondary,2009,Meghalaya,Male,13
1176,Graduate,2005,Rajasthan,Female,13
3979,Middle,2009,Sikkim,Male,13
6514,Primary,2010,Arunachal Pradesh,Female,13
179,Diploma,2003,Madhya Pradesh,Male,13
1552,Graduate,2011,Chhattisgarh,Female,13
1634,Graduate,2012,Haryana,Female,13
2338,Intermediate/Pre-University,2010,Jammu & Kashmir,Female,13
2425,Intermediate/Pre-University,2011,Meghalaya,Male,13
23,Diploma,2001,Gujarat,Male,13
3085,Matriculate/Secondary,2009,Arunachal Pradesh,Male,13
2269,Intermediate/Pre-University,2009,Jammu & Kashmir,Male,13
3916,Middle,2008,Uttarakhand,Female,13
195,Diploma,2003,Punjab,Male,13
1500,Graduate,2010,Jharkhand,Female,13
1348,Graduate,2008,Delhi,Female,13
4285,No Education,2002,D & N Haveli,Male,13
4000,Middle,2010,Chandigarh,Female,13
3080,Matriculate/Secondary,2009,A & N Islands,Female,13
977,Graduate,2002,Uttarakhand,Male,13
1429,Graduate,2009,Jammu & Kashmir,Male,13
1430,Graduate,2009,Jharkhand,Female,13
6352,Primary,2007,Puducherry,Female,13
4476,No Education,2004,Uttarakhand,Female,13
1132,Graduate,2005,Chhattisgarh,Female,13
6423,Primary,2008,Puducherry,Male,13
722,Diploma,2011,Gujarat,Female,13
2551,Matriculate/Secondary,2001,Jharkhand,Male,13
4822,No Education,2009,Tripura,Female,13
5822,Post Graduate and Above,2012,Chhattisgarh,Female,13
694,Diploma,2010,Uttar Pradesh,Female,13
3015,Matriculate/Secondary,2008,Arunachal Pradesh,Male,13
513,Diploma,2008,Gujarat,Male,13
3010,Matriculate/Secondary,2008,A & N Islands,Female,13
2582,Matriculate/Secondary,2001,Tripura,Female,13
1989,Intermediate/Pre-University,2005,Jammu & Kashmir,Male,13
782,Diploma,2012,Chhattisgarh,Female,13
5657,Post Graduate and Above,2009,Rajasthan,Male,13
582,Diploma,2009,Gujarat,Female,13
637,Diploma,2010,Assam,Male,13
6118,Primary,2004,Jammu & Kashmir,Female,13
2915,Matriculate/Secondary,2006,Meghalaya,Male,13
5389,Post Graduate and Above,2005,West Bengal,Male,13
3290,Matriculate/Secondary,2012,A & N Islands,Female,13
429,Diploma,2007,Bihar,Male,13
3531,Middle,2003,Jharkhand,Male,13
4893,No Education,2010,Tripura,Male,13
2572,Matriculate/Secondary,2001,Puducherry,Female,13
719,Diploma,2011,Delhi,Male,13
2759,Matriculate/Secondary,2004,Jammu & Kashmir,Male,13
5925,Primary,2001,Meghalaya,Male,13
5590,Post Graduate and Above,2008,Tamil Nadu,Female,13
865,Graduate,2001,Haryana,Male,13
5634,Post Graduate and Above,2009,Kerala,Female,13
4704,No Education,2008,D & N Haveli,Female,13
558,Diploma,2008,West Bengal,Female,13
5842,Post Graduate and Above,2012,Karnataka,Female,13
519,Diploma,2008,Jammu & Kashmir,Male,13
5105,Post Graduate and Above,2001,Uttar Pradesh,Male,13
5704,Post Graduate and Above,2010,Kerala,Female,13
5598,Post Graduate and Above,2008,West Bengal,Female,13
314,Diploma,2005,Kerala,Female,13
6304,Primary,2007,Arunachal Pradesh,Female,13
5734,Post Graduate and Above,2010,Uttar Pradesh,Female,13
3220,Matriculate/Secondary,2011,A & N Islands,Female,12
3559,Middle,2003,Sikkim,Male,12
5281,Post Graduate and Above,2004,Jharkhand,Male,12
384,Diploma,2006,Kerala,Female,12
5063,Post Graduate and Above,2001,Gujarat,Male,12
5257,Post Graduate and Above,2004,Assam,Male,12
3154,Matriculate/Secondary,2010,Arunachal Pradesh,Female,12
1607,Graduate,2011,Uttarakhand,Male,12
4354,No Education,2003,D & N Haveli,Female,12
5080,Post Graduate and Above,2001,Maharashtra,Female,12
5149,Post Graduate and Above,2002,Madhya Pradesh,Male,12
1872,Intermediate/Pre-University,2003,Puducherry,Female,12
6119,Primary,2004,Jammu & Kashmir,Male,12
2461,Intermediate/Pre-University,2012,Chandigarh,Male,12
1138,Graduate,2005,Delhi,Female,12
5214,Post Graduate and Above,2003,Kerala,Female,12
584,Diploma,2009,Haryana,Female,12
407,Diploma,2006,Rajasthan,Male,12
5333,Post Graduate and Above,2005,Chhattisgarh,Male,12
488,Diploma,2007,West Bengal,Female,12
5587,Post Graduate and Above,2008,Rajasthan,Male,12
5581,Post Graduate and Above,2008,Odisha,Male,12
5580,Post Graduate and Above,2008,Odisha,Female,12
2773,Matriculate/Secondary,2004,Manipur,Male,12
3434,Middle,2002,Arunachal Pradesh,Female,12
5981,Primary,2002,Jharkhand,Male,12
2013,Intermediate/Pre-University,2005,Puducherry,Male,12
3441,Middle,2002,Chandigarh,Male,12
5954,Primary,2002,Arunachal Pradesh,Female,12
1546,Graduate,2011,Assam,Female,12
1268,Graduate,2007,Bihar,Female,12
3123,Matriculate/Secondary,2009,Manipur,Male,12
1522,Graduate,2010,Puducherry,Female,12
6524,Primary,2010,D & N Haveli,Female,12
2315,Intermediate/Pre-University,2010,Arunachal Pradesh,Male,12
5520,Post Graduate and Above,2007,Tamil Nadu,Female,12
3908,Middle,2008,Sikkim,Female,12
5511,Post Graduate and Above,2007,Odisha,Male,12
3461,Middle,2002,Jharkhand,Male,12
180,Diploma,2003,Maharashtra,Female,12
65,Diploma,2001,Uttar Pradesh,Male,12
5462,Post Graduate and Above,2007,Andhra Pradesh,Female,12
3850,Middle,2008,A & N Islands,Female,12
1187,Graduate,2005,Uttarakhand,Male,12
5377,Post Graduate and Above,2005,Rajasthan,Male,12
5354,Post Graduate and Above,2005,Kerala,Female,12
4414,No Education,2004,Arunachal Pradesh,Female,12
2950,Matriculate/Secondary,2007,Chandigarh,Female,12
998,Graduate,2003,Delhi,Female,12
5884,Primary,2001,Arunachal Pradesh,Female,12
4920,No Education,2011,Goa,Female,12
4904,No Education,2011,Arunachal Pradesh,Female,12
1011,Graduate,2003,Jharkhand,Male,12
2618,Matriculate/Secondary,2002,Jammu & Kashmir,Female,12
724,Diploma,2011,Haryana,Female,12
3651,Middle,2005,Chandigarh,Male,12
1841,Intermediate/Pre-University,2003,Goa,Male,12
6275,Primary,2006,Meghalaya,Male,12
233,Diploma,2004,Gujarat,Male,12
4538,No Education,2005,Sikkim,Female,12
2815,Matriculate/Secondary,2005,D & N Haveli,Male,12
1688,Intermediate/Pre-University,2001,Bihar,Female,12
4765,No Education,2009,Arunachal Pradesh,Male,12
2567,Matriculate/Secondary,2001,Mizoram,Male,12
3685,Middle,2005,Meghalaya,Male,12
3055,Matriculate/Secondary,2008,Meghalaya,Male,12
4748,No Education,2008,Sikkim,Female,12
4716,No Education,2008,Himachal Pradesh,Female,12
4710,No Education,2008,Goa,Female,12
4695,No Education,2008,Arunachal Pradesh,Male,12
4926,No Education,2011,Himachal Pradesh,Female,12
1342,Graduate,2008,Chhattisgarh,Female,12
3791,Middle,2007,Chandigarh,Male,12
3613,Middle,2004,Manipur,Male,12
4425,No Education,2004,D & N Haveli,Male,12
4966,No Education,2011,Uttarakhand,Female,12
4439,No Education,2004,Jammu & Kashmir,Male,12
5909,Primary,2001,Jammu & Kashmir,Male,11
1360,Graduate,2008,Jharkhand,Female,11
357,Diploma,2006,Assam,Male,11
823,Diploma,2012,Puducherry,Male,11
6568,Primary,2010,Sikkim,Female,11
4554,No Education,2006,Arunachal Pradesh,Female,11
4210,No Education,2001,Chandigarh,Female,11
2268,Intermediate/Pre-University,2009,Jammu & Kashmir,Female,11
477,Diploma,2007,Rajasthan,Male,11
2178,Intermediate/Pre-University,2008,Bihar,Female,11
1637,Graduate,2012,Himachal Pradesh,Male,11
6444,Primary,2009,Arunachal Pradesh,Female,11
1640,Graduate,2012,Jharkhand,Female,11
5492,Post Graduate and Above,2007,Karnataka,Female,11
142,Diploma,2003,Andhra Pradesh,Female,11
1357,Graduate,2008,Himachal Pradesh,Male,11
6385,Primary,2008,D & N Haveli,Male,11
5832,Post Graduate and Above,2012,Gujarat,Female,11
4691,No Education,2008,A & N Islands,Male,11
163,Diploma,2003,Gujarat,Male,11
6214,Primary,2005,Punjab,Female,11
5014,No Education,2012,Meghalaya,Female,11
248,Diploma,2004,Madhya Pradesh,Female,11
3893,Middle,2008,Manipur,Male,11
923,Graduate,2002,Chhattisgarh,Male,11
849,Graduate,2001,Bihar,Male,11
2409,Intermediate/Pre-University,2011,Jammu & Kashmir,Male,11
6525,Primary,2010,D & N Haveli,Male,11
2051,Intermediate/Pre-University,2006,Goa,Male,11
267,Diploma,2004,Rajasthan,Male,11
6697,Primary,2012,Mizoram,Male,11
941,Graduate,2002,Jharkhand,Male,11
217,Diploma,2004,Assam,Male,11
2153,Intermediate/Pre-University,2007,Puducherry,Male,11
2311,Intermediate/Pre-University,2010,A & N Islands,Male,11
1074,Graduate,2004,Haryana,Female,11
1385,Graduate,2008,Punjab,Male,11
4491,No Education,2005,Chandigarh,Male,11
5668,Post Graduate and Above,2009,West Bengal,Female,11
4914,No Education,2011,D & N Haveli,Female,11
401,Diploma,2006,Odisha,Male,11
6493,Primary,2009,Puducherry,Male,11
373,Diploma,2006,Gujarat,Male,11
6374,Primary,2008,Arunachal Pradesh,Female,11
4874,No Education,2010,Meghalaya,Female,11
2789,Matriculate/Secondary,2004,Sikkim,Male,11
1217,Graduate,2006,Himachal Pradesh,Male,11
5359,Post Graduate and Above,2005,Madhya Pradesh,Male,11
2983,Matriculate/Secondary,2007,Manipur,Male,11
514,Diploma,2008,Haryana,Female,11
2670,Matriculate/Secondary,2003,Chandigarh,Female,11
5385,Post Graduate and Above,2005,Uttar Pradesh,Male,11
6584,Primary,2011,Arunachal Pradesh,Female,11
3754,Middle,2006,Meghalaya,Female,11
2056,Intermediate/Pre-University,2006,Himachal Pradesh,Female,11
6049,Primary,2003,Jammu & Kashmir,Male,11
4398,No Education,2003,Sikkim,Female,11
1197,Graduate,2006,Assam,Male,11
5424,Post Graduate and Above,2006,Kerala,Female,11
2181,Intermediate/Pre-University,2008,Chandigarh,Male,11
2369,Intermediate/Pre-University,2010,Sikkim,Male,11
5450,Post Graduate and Above,2006,Tamil Nadu,Female,11
3364,Middle,2001,Arunachal Pradesh,Female,11
3473,Middle,2002,Manipur,Male,11
3619,Middle,2004,Nagaland,Male,11
4915,No Education,2011,D & N Haveli,Male,11
1407,Graduate,2009,Assam,Male,10
2843,Matriculate/Secondary,2005,Manipur,Male,10
1428,Graduate,2009,Jammu & Kashmir,Female,10
5910,Primary,2001,Jharkhand,Female,10
2376,Intermediate/Pre-University,2010,Uttarakhand,Female,10
547,Diploma,2008,Rajasthan,Male,10
1409,Graduate,2009,Bihar,Male,10
6485,Primary,2009,Meghalaya,Male,10
4070,Middle,2011,Chandigarh,Female,10
1455,Graduate,2009,Punjab,Male,10
5819,Post Graduate and Above,2012,Bihar,Male,10
5829,Post Graduate and Above,2012,Delhi,Male,10
4314,No Education,2002,Meghalaya,Female,10
4119,Middle,2011,Sikkim,Male,10
745,Diploma,2011,Meghalaya,Male,10
4424,No Education,2004,D & N Haveli,Female,10
639,Diploma,2010,Bihar,Male,10
6702,Primary,2012,Puducherry,Female,10
649,Diploma,2010,Delhi,Male,10
661,Diploma,2010,Jharkhand,Male,10
680,Diploma,2010,Odisha,Female,10
6384,Primary,2008,D & N Haveli,Female,10
1043,Graduate,2003,Tripura,Male,10
2493,Intermediate/Pre-University,2012,Manipur,Male,10
6277,Primary,2006,Mizoram,Male,10
615,Diploma,2009,Punjab,Male,10
286,Diploma,2005,Assam,Female,10
992,Graduate,2003,Chhattisgarh,Female,10
4764,No Education,2009,Arunachal Pradesh,Female,10
2521,Matriculate/Secondary,2001,A & N Islands,Male,10
6301,Primary,2007,A & N Islands,Male,10
242,Diploma,2004,Karnataka,Female,10
4705,No Education,2008,D & N Haveli,Male,10
4646,No Education,2007,Himachal Pradesh,Female,10
4694,No Education,2008,Arunachal Pradesh,Female,10
335,Diploma,2005,Punjab,Male,10
4385,No Education,2003,Meghalaya,Male,10
3129,Matriculate/Secondary,2009,Nagaland,Male,10
4258,No Education,2001,Sikkim,Female,10
5562,Post Graduate and Above,2008,Karnataka,Female,10
4179,Middle,2012,Nagaland,Male,10
1246,Graduate,2006,Rajasthan,Female,10
2758,Matriculate/Secondary,2004,Jammu & Kashmir,Female,10
4204,No Education,2001,Arunachal Pradesh,Female,10
5517,Post Graduate and Above,2007,Rajasthan,Male,10
5485,Post Graduate and Above,2007,Haryana,Male,10
5454,Post Graduate and Above,2006,Uttar Pradesh,Female,10
2730,Matriculate/Secondary,2004,A & N Islands,Female,10
1199,Graduate,2006,Bihar,Male,10
5178,Post Graduate and Above,2002,West Bengal,Female,10
5392,Post Graduate and Above,2006,Andhra Pradesh,Female,10
5358,Post Graduate and Above,2005,Madhya Pradesh,Female,10
5342,Post Graduate and Above,2005,Gujarat,Female,10
5284,Post Graduate and Above,2004,Kerala,Female,10
2563,Matriculate/Secondary,2001,Manipur,Male,10
1150,Graduate,2005,Jharkhand,Female,10
5248,Post Graduate and Above,2003,West Bengal,Female,10
610,Diploma,2009,Odisha,Female,10
5187,Post Graduate and Above,2003,Assam,Male,10
32,Diploma,2001,Karnataka,Female,10
4351,No Education,2003,Chandigarh,Male,10
1709,Intermediate/Pre-University,2001,Jammu & Kashmir,Male,10
3699,Middle,2005,Sikkim,Male,10
3236,Matriculate/Secondary,2011,Daman & Diu,Female,10
6600,Primary,2011,Goa,Female,10
3371,Middle,2001,Chandigarh,Male,10
2260,Intermediate/Pre-University,2009,Goa,Female,10
1551,Graduate,2011,Chandigarh,Male,10
1606,Graduate,2011,Uttarakhand,Female,10
3823,Middle,2007,Manipur,Male,10
2215,Intermediate/Pre-University,2008,Meghalaya,Male,10
1523,Graduate,2010,Puducherry,Male,10
3388,Middle,2001,Jammu & Kashmir,Female,10
2310,Intermediate/Pre-University,2010,A & N Islands,Female,10
3753,Middle,2006,Manipur,Male,10
2223,Intermediate/Pre-University,2008,Puducherry,Male,10
3409,Middle,2001,Nagaland,Male,10
3854,Middle,2008,Arunachal Pradesh,Female,10
1804,Intermediate/Pre-University,2002,Punjab,Female,10
1802,Intermediate/Pre-University,2002,Puducherry,Female,10
3645,Middle,2005,Arunachal Pradesh,Male,10
2050,Intermediate/Pre-University,2006,Goa,Female,10
6580,Primary,2011,A & N Islands,Female,10
2014,Intermediate/Pre-University,2005,Punjab,Female,10
2022,Intermediate/Pre-University,2005,Tripura,Female,10
108,Diploma,2002,Madhya Pradesh,Female,10
3924,Middle,2009,Arunachal Pradesh,Female,10
1663,Graduate,2012,Puducherry,Male,10
3545,Middle,2003,Meghalaya,Male,10
1920,Intermediate/Pre-University,2004,Jharkhand,Female,10
1621,Graduate,2012,Chandigarh,Male,10
3333,Matriculate/Secondary,2012,Manipur,Male,10
2198,Intermediate/Pre-University,2008,Jammu & Kashmir,Female,10
3780,Middle,2007,A & N Islands,Female,10
1616,Graduate,2012,Assam,Female,10
2408,Intermediate/Pre-University,2011,Jammu & Kashmir,Female,9
5231,Post Graduate and Above,2003,Odisha,Male,9
5301,Post Graduate and Above,2004,Odisha,Male,9
2380,Intermediate/Pre-University,2011,A & N Islands,Female,9
5285,Post Graduate and Above,2004,Kerala,Male,9
5524,Post Graduate and Above,2007,Uttar Pradesh,Female,9
470,Diploma,2007,Odisha,Female,9
685,Diploma,2010,Punjab,Male,9
1537,Graduate,2010,Uttarakhand,Male,9
4060,Middle,2011,A & N Islands,Female,9
1272,Graduate,2007,Chhattisgarh,Female,9
5995,Primary,2002,Meghalaya,Male,9
5273,Post Graduate and Above,2004,Gujarat,Male,9
3307,Matriculate/Secondary,2012,Daman & Diu,Male,9
1202,Graduate,2006,Chhattisgarh,Female,9
4888,No Education,2010,Sikkim,Female,9
1198,Graduate,2006,Bihar,Female,9
2170,Intermediate/Pre-University,2008,A & N Islands,Female,9
3193,Matriculate/Secondary,2010,Manipur,Male,9
5586,Post Graduate and Above,2008,Rajasthan,Female,9
2600,Matriculate/Secondary,2002,Chandigarh,Female,9
4823,No Education,2009,Tripura,Male,9
3139,Matriculate/Secondary,2009,Sikkim,Male,9
4985,No Education,2012,D & N Haveli,Male,9
3615,Middle,2004,Meghalaya,Male,9
5161,Post Graduate and Above,2002,Odisha,Male,9
3511,Middle,2003,Chandigarh,Male,9
6664,Primary,2012,D & N Haveli,Female,9
1874,Intermediate/Pre-University,2003,Punjab,Female,9
6164,Primary,2005,Arunachal Pradesh,Female,9
6455,Primary,2009,D & N Haveli,Male,9
1891,Intermediate/Pre-University,2004,A & N Islands,Male,9
5090,Post Graduate and Above,2001,Odisha,Female,9
4104,Middle,2011,Meghalaya,Female,9
433,Diploma,2007,Chhattisgarh,Male,9
3489,Middle,2002,Sikkim,Male,9
5182,Post Graduate and Above,2003,Andhra Pradesh,Female,9
6530,Primary,2010,Goa,Female,9
5967,Primary,2002,Daman & Diu,Male,9
2688,Matriculate/Secondary,2003,Jammu & Kashmir,Female,9
1980,Intermediate/Pre-University,2005,Goa,Female,9
5314,Post Graduate and Above,2004,Uttar Pradesh,Female,9
336,Diploma,2005,Rajasthan,Female,9
5033,No Education,2012,Tripura,Male,9
3475,Middle,2002,Meghalaya,Male,9
5022,No Education,2012,Puducherry,Female,9
6031,Primary,2003,Chandigarh,Male,9
5313,Post Graduate and Above,2004,Tripura,Male,9
6094,Primary,2004,Arunachal Pradesh,Female,9
3599,Middle,2004,Jammu & Kashmir,Male,9
3197,Matriculate/Secondary,2010,Mizoram,Male,9
19,Diploma,2001,Delhi,Male,9
2166,Intermediate/Pre-University,2007,Uttarakhand,Female,9
3824,Middle,2007,Meghalaya,Female,9
1103,Graduate,2004,Puducherry,Male,9
2828,Matriculate/Secondary,2005,Jammu & Kashmir,Female,9
1467,Graduate,2009,Uttarakhand,Male,9
1664,Graduate,2012,Punjab,Female,9
965,Graduate,2002,Punjab,Male,9
3829,Middle,2007,Nagaland,Male,9
2147,Intermediate/Pre-University,2007,Mizoram,Male,9
4369,No Education,2003,Jammu & Kashmir,Male,9
5895,Primary,2001,D & N Haveli,Male,9
4322,No Education,2002,Puducherry,Female,9
2508,Intermediate/Pre-University,2012,Sikkim,Female,9
4532,No Education,2005,Puducherry,Female,9
1727,Intermediate/Pre-University,2001,Mizoram,Male,9
4533,No Education,2005,Puducherry,Male,9
2548,Matriculate/Secondary,2001,Jammu & Kashmir,Female,9
2075,Intermediate/Pre-University,2006,Meghalaya,Male,9
579,Diploma,2009,Delhi,Male,9
1147,Graduate,2005,Himachal Pradesh,Male,9
917,Graduate,2002,Assam,Male,9
573,Diploma,2009,Chhattisgarh,Male,9
4034,Middle,2010,Meghalaya,Female,9
5749,Post Graduate and Above,2011,Bihar,Male,9
4490,No Education,2005,Chandigarh,Female,9
2531,Matriculate/Secondary,2001,Chandigarh,Male,9
5818,Post Graduate and Above,2012,Bihar,Female,9
2237,Intermediate/Pre-University,2008,Uttarakhand,Male,9
4805,No Education,2009,Meghalaya,Male,9
1056,Graduate,2004,Assam,Female,9
4774,No Education,2009,D & N Haveli,Female,9
5866,Post Graduate and Above,2012,Rajasthan,Female,9
2236,Intermediate/Pre-University,2008,Uttarakhand,Female,9
2284,Intermediate/Pre-University,2009,Meghalaya,Female,9
4455,No Education,2004,Meghalaya,Male,9
2129,Intermediate/Pre-University,2007,Jammu & Kashmir,Male,9
6629,Primary,2011,Nagaland,Male,9
800,Diploma,2012,Jharkhand,Female,9
1497,Graduate,2010,Himachal Pradesh,Male,9
1761,Intermediate/Pre-University,2002,Chandigarh,Male,9
988,Graduate,2003,Bihar,Female,8
4145,Middle,2012,D & N Haveli,Male,8
5091,Post Graduate and Above,2001,Odisha,Male,8
2652,Matriculate/Secondary,2002,Tripura,Female,8
4551,No Education,2006,A & N Islands,Male,8
2664,Matriculate/Secondary,2003,Arunachal Pradesh,Female,8
1863,Intermediate/Pre-University,2003,Manipur,Male,8
3784,Middle,2007,Arunachal Pradesh,Female,8
3059,Matriculate/Secondary,2008,Nagaland,Male,8
3543,Middle,2003,Manipur,Male,8
1910,Intermediate/Pre-University,2004,Goa,Female,8
5133,Post Graduate and Above,2002,Gujarat,Male,8
3124,Matriculate/Secondary,2009,Meghalaya,Female,8
5135,Post Graduate and Above,2002,Haryana,Male,8
1117,Graduate,2004,Uttarakhand,Male,8
1042,Graduate,2003,Tripura,Female,8
5230,Post Graduate and Above,2003,Odisha,Female,8
1034,Graduate,2003,Punjab,Female,8
1004,Graduate,2003,Haryana,Female,8
1032,Graduate,2003,Puducherry,Female,8
382,Diploma,2006,Karnataka,Female,8
1007,Graduate,2003,Himachal Pradesh,Male,8
4284,No Education,2002,D & N Haveli,Female,8
4344,No Education,2003,Arunachal Pradesh,Female,8
731,Diploma,2011,Jharkhand,Male,8
3269,Matriculate/Secondary,2011,Nagaland,Male,8
6422,Primary,2008,Puducherry,Female,8
3683,Middle,2005,Manipur,Male,8
2989,Matriculate/Secondary,2007,Nagaland,Male,8
1758,Intermediate/Pre-University,2002,Bihar,Female,8
4775,No Education,2009,D & N Haveli,Male,8
3208,Matriculate/Secondary,2010,Sikkim,Female,8
4883,No Education,2010,Puducherry,Male,8
753,Diploma,2011,Puducherry,Male,8
126,Diploma,2002,Rajasthan,Female,8
89,Diploma,2002,Delhi,Male,8
797,Diploma,2012,Himachal Pradesh,Male,8
4141,Middle,2012,Chandigarh,Male,8
3655,Middle,2005,D & N Haveli,Male,8
4844,No Education,2010,D & N Haveli,Female,8
1776,Intermediate/Pre-University,2002,Himachal Pradesh,Female,8
1779,Intermediate/Pre-University,2002,Jammu & Kashmir,Male,8
6282,Primary,2006,Puducherry,Female,8
4734,No Education,2008,Meghalaya,Female,8
1743,Intermediate/Pre-University,2001,Tripura,Male,8
707,Diploma,2011,Assam,Male,8
4317,No Education,2002,Mizoram,Male,8
344,Diploma,2005,Uttar Pradesh,Female,8
1243,Graduate,2006,Puducherry,Male,8
1242,Graduate,2006,Puducherry,Female,8
4620,No Education,2007,A & N Islands,Female,8
1141,Graduate,2005,Goa,Male,8
2648,Matriculate/Secondary,2002,Sikkim,Female,8
2635,Matriculate/Secondary,2002,Meghalaya,Male,8
6441,Primary,2009,A & N Islands,Male,8
907,Graduate,2001,Uttarakhand,Male,8
638,Diploma,2010,Bihar,Female,8
654,Diploma,2010,Haryana,Female,8
4990,No Education,2012,Goa,Female,8
4984,No Education,2012,D & N Haveli,Female,8
6235,Primary,2006,Arunachal Pradesh,Male,8
862,Graduate,2001,Gujarat,Female,8
6654,Primary,2012,Arunachal Pradesh,Female,8
3698,Middle,2005,Sikkim,Female,8
2400,Intermediate/Pre-University,2011,Goa,Female,8
2674,Matriculate/Secondary,2003,D & N Haveli,Female,8
1968,Intermediate/Pre-University,2005,Bihar,Female,8
5656,Post Graduate and Above,2009,Rajasthan,Female,8
1956,Intermediate/Pre-University,2004,Uttarakhand,Female,8
3990,Middle,2010,A & N Islands,Female,8
2805,Matriculate/Secondary,2005,Arunachal Pradesh,Male,8
2801,Matriculate/Secondary,2005,A & N Islands,Male,8
3934,Middle,2009,D & N Haveli,Female,8
5691,Post Graduate and Above,2010,Goa,Male,8
5384,Post Graduate and Above,2005,Uttar Pradesh,Female,8
475,Diploma,2007,Punjab,Male,8
3488,Middle,2002,Sikkim,Female,8
1532,Graduate,2010,Tripura,Female,8
442,Diploma,2007,Gujarat,Female,8
5428,Post Graduate and Above,2006,Madhya Pradesh,Female,8
2913,Matriculate/Secondary,2006,Manipur,Male,8
2912,Matriculate/Secondary,2006,Manipur,Female,8
3370,Middle,2001,Chandigarh,Female,8
5640,Post Graduate and Above,2009,Maharashtra,Female,8
1354,Graduate,2008,Haryana,Female,8
1411,Graduate,2009,Chandigarh,Male,8
5628,Post Graduate and Above,2009,Jammu & Kashmir,Female,8
451,Diploma,2007,Jharkhand,Male,8
5961,Primary,2002,Chandigarh,Male,8
5624,Post Graduate and Above,2009,Haryana,Female,8
496,Diploma,2008,Assam,Female,8
5964,Primary,2002,D & N Haveli,Female,8
1988,Intermediate/Pre-University,2005,Jammu & Kashmir,Female,8
4071,Middle,2011,Chandigarh,Male,8
5549,Post Graduate and Above,2008,Delhi,Male,8
5528,Post Graduate and Above,2007,West Bengal,Female,8
5763,Post Graduate and Above,2011,Gujarat,Male,8
591,Diploma,2009,Jharkhand,Male,8
1491,Graduate,2010,Goa,Male,8
2707,Matriculate/Secondary,2003,Mizoram,Male,8
5275,Post Graduate and Above,2004,Haryana,Male,8
3969,Middle,2009,Nagaland,Male,8
6101,Primary,2004,Chandigarh,Male,8
3332,Matriculate/Secondary,2012,Manipur,Female,8
3510,Middle,2003,Chandigarh,Female,8
34,Diploma,2001,Kerala,Female,8
5837,Post Graduate and Above,2012,Himachal Pradesh,Male,8
5860,Post Graduate and Above,2012,Odisha,Female,8
4134,Middle,2012,Arunachal Pradesh,Female,8
1620,Graduate,2012,Chandigarh,Female,7
1636,Graduate,2012,Himachal Pradesh,Female,7
6288,Primary,2006,Sikkim,Female,7
2858,Matriculate/Secondary,2005,Sikkim,Female,7
589,Diploma,2009,Jammu & Kashmir,Male,7
2330,Intermediate/Pre-University,2010,Goa,Female,7
1062,Graduate,2004,Chhattisgarh,Female,7
5869,Post Graduate and Above,2012,Sikkim,Male,7
5960,Primary,2002,Chandigarh,Female,7
1760,Intermediate/Pre-University,2002,Chandigarh,Female,7
587,Diploma,2009,Himachal Pradesh,Male,7
5850,Post Graduate and Above,2012,Maharashtra,Female,7
3419,Middle,2001,Sikkim,Male,7
1397,Graduate,2008,Uttarakhand,Male,7
1592,Graduate,2011,Puducherry,Female,7
4281,No Education,2002,Chandigarh,Male,7
4420,No Education,2004,Chandigarh,Female,7
5996,Primary,2002,Mizoram,Female,7
5551,Post Graduate and Above,2008,Goa,Male,7
1201,Graduate,2006,Chandigarh,Male,7
1382,Graduate,2008,Puducherry,Female,7
727,Diploma,2011,Himachal Pradesh,Male,7
5553,Post Graduate and Above,2008,Gujarat,Male,7
5570,Post Graduate and Above,2008,Maharashtra,Female,7
3440,Middle,2002,Chandigarh,Female,7
1793,Intermediate/Pre-University,2002,Manipur,Male,7
2373,Intermediate/Pre-University,2010,Tripura,Male,7
4048,Middle,2010,Sikkim,Female,7
4140,Middle,2012,Chandigarh,Female,7
3020,Matriculate/Secondary,2008,Chandigarh,Female,7
2162,Intermediate/Pre-University,2007,Tripura,Female,7
826,Diploma,2012,Rajasthan,Female,7
3408,Middle,2001,Nagaland,Female,7
3689,Middle,2005,Nagaland,Male,7
3053,Matriculate/Secondary,2008,Manipur,Male,7
5929,Primary,2001,Nagaland,Male,7
3721,Middle,2006,Chandigarh,Male,7
1676,Graduate,2012,Uttarakhand,Female,7
3935,Middle,2009,D & N Haveli,Male,7
5721,Post Graduate and Above,2010,Odisha,Male,7
934,Graduate,2002,Haryana,Female,7
