,State,Year,Type,Gender,Total
367,Assam,2001,Seperated,Male,113
3182,Puducherry,2007,Married,Female,113
1672,Himachal Pradesh,2012,Married,Female,113
505,Bihar,2003,Never Married,Male,113
1313,Goa,2012,Married,Male,112
1723,Jammu & Kashmir,2005,Married,Male,112
396,Assam,2004,Seperated,Female,112
3078,Odisha,2008,Widowed/Widower,Female,112
564,Bihar,2009,Never Married,Female,112
1263,Goa,2007,Married,Male,111
4136,West Bengal,2006,Seperated,Female,111
3098,Odisha,2010,Widowed/Widower,Female,111
3245,Punjab,2001,Never Married,Male,110
1793,Jammu & Kashmir,2012,Married,Male,110
1926,Karnataka,2001,Seperated,Female,110
190,Andhra Pradesh,2008,Divorcee,Female,110
3172,Puducherry,2006,Married,Female,110
1348,Gujarat,2003,Widowed/Widower,Female,110
3907,Uttar Pradesh,2007,Seperated,Male,110
1094,Delhi,2002,Never Married,Female,110
1884,Jharkhand,2009,Never Married,Female,110
1328,Gujarat,2001,Widowed/Widower,Female,109
4101,West Bengal,2003,Divorcee,Male,109
3255,Punjab,2002,Never Married,Male,109
3028,Odisha,2003,Widowed/Widower,Female,108
3132,Puducherry,2002,Married,Female,108
4137,West Bengal,2006,Seperated,Male,108
3439,Rajasthan,2008,Widowed/Widower,Male,108
3929,Uttar Pradesh,2009,Widowed/Widower,Male,108
485,Bihar,2001,Never Married,Male,107
3007,Odisha,2001,Seperated,Male,107
2097,Kerala,2006,Seperated,Male,107
554,Bihar,2008,Never Married,Female,107
1803,Jharkhand,2001,Married,Male,107
456,Assam,2010,Seperated,Female,107
3192,Puducherry,2008,Married,Female,107
3212,Puducherry,2010,Married,Female,107
1494,Haryana,2006,Never Married,Female,106
388,Assam,2003,Widowed/Widower,Female,106
3232,Puducherry,2012,Married,Female,106
1253,Goa,2006,Married,Male,106
1504,Haryana,2007,Never Married,Female,106
4003,Uttarakhand,2005,Married,Male,105
1559,Haryana,2012,Widowed/Widower,Male,105
1273,Goa,2008,Married,Male,105
4063,Uttarakhand,2011,Married,Male,104
3242,Punjab,2001,Married,Female,104
3292,Punjab,2006,Married,Female,104
729,Chhattisgarh,2001,Widowed/Widower,Male,104
1966,Karnataka,2005,Seperated,Female,104
1359,Gujarat,2004,Widowed/Widower,Male,104
210,Andhra Pradesh,2010,Divorcee,Female,104
1854,Jharkhand,2006,Never Married,Female,104
1904,Jharkhand,2011,Never Married,Female,103
3908,Uttar Pradesh,2007,Widowed/Widower,Female,103
1976,Karnataka,2006,Seperated,Female,103
3958,Uttar Pradesh,2012,Widowed/Widower,Female,103
1582,Himachal Pradesh,2003,Married,Female,102
3222,Puducherry,2011,Married,Female,102
417,Assam,2006,Seperated,Male,102
1743,Jammu & Kashmir,2007,Married,Male,101
1358,Gujarat,2004,Widowed/Widower,Female,101
4107,West Bengal,2003,Seperated,Male,101
3957,Uttar Pradesh,2012,Seperated,Male,101
1215,Goa,2002,Never Married,Male,101
4013,Uttarakhand,2006,Married,Male,101
3919,Uttar Pradesh,2008,Widowed/Widower,Male,101
2349,Madhya Pradesh,2007,Widowed/Widower,Male,100
1622,Himachal Pradesh,2007,Married,Female,100
4156,West Bengal,2008,Seperated,Female,100
3009,Odisha,2001,Widowed/Widower,Male,99
3795,Tripura,2008,Never Married,Male,99
1283,Goa,2009,Married,Male,99
1464,Haryana,2003,Never Married,Female,99
3048,Odisha,2005,Widowed/Widower,Female,99
1612,Himachal Pradesh,2006,Married,Female,99
3878,Uttar Pradesh,2004,Widowed/Widower,Female,98
231,Andhra Pradesh,2012,Divorcee,Male,98
512,Bihar,2004,Married,Female,98
3145,Puducherry,2003,Never Married,Male,98
1203,Goa,2001,Married,Male,98
4150,West Bengal,2008,Divorcee,Female,98
1763,Jammu & Kashmir,2009,Married,Male,97
3814,Tripura,2010,Never Married,Female,97
2117,Kerala,2008,Seperated,Male,97
220,Andhra Pradesh,2011,Divorcee,Female,97
4042,Uttarakhand,2009,Married,Female,96
4075,Uttarakhand,2012,Never Married,Male,96
1519,Haryana,2008,Widowed/Widower,Male,96
3575,Sikkim,2010,Never Married,Male,96
3724,Tripura,2001,Never Married,Female,96
467,Assam,2011,Seperated,Male,96
3106,Odisha,2011,Seperated,Female,95
221,Andhra Pradesh,2011,Divorcee,Male,95
438,Assam,2008,Widowed/Widower,Female,95
1338,Gujarat,2002,Widowed/Widower,Female,95
595,Bihar,2012,Never Married,Male,95
1733,Jammu & Kashmir,2006,Married,Male,95
2400,Maharashtra,2001,Divorcee,Female,95
3815,Tripura,2010,Never Married,Male,95
3038,Odisha,2004,Widowed/Widower,Female,95
1387,Gujarat,2007,Seperated,Male,94
1592,Himachal Pradesh,2004,Married,Female,94
386,Assam,2003,Seperated,Female,94
2147,Kerala,2011,Seperated,Male,94
1562,Himachal Pradesh,2001,Married,Female,94
230,Andhra Pradesh,2012,Divorcee,Female,94
447,Assam,2009,Seperated,Male,94
4110,West Bengal,2004,Divorcee,Female,94
1752,Jammu & Kashmir,2008,Married,Female,94
3764,Tripura,2005,Never Married,Female,94
3734,Tripura,2002,Never Married,Female,93
1339,Gujarat,2002,Widowed/Widower,Male,93
4157,West Bengal,2008,Seperated,Male,93
3610,Tamil Nadu,2002,Divorcee,Female,93
1572,Himachal Pradesh,2002,Married,Female,93
799,Chhattisgarh,2008,Widowed/Widower,Male,93
3825,Tripura,2011,Never Married,Male,93
3641,Tamil Nadu,2005,Divorcee,Male,92
236,Andhra Pradesh,2012,Seperated,Female,92
3631,Tamil Nadu,2004,Divorcee,Male,92
3225,Puducherry,2011,Never Married,Male,92
3068,Odisha,2007,Widowed/Widower,Female,92
1225,Goa,2003,Never Married,Male,92
3630,Tamil Nadu,2004,Divorcee,Female,91
439,Assam,2008,Widowed/Widower,Male,91
1417,Gujarat,2010,Seperated,Male,91
535,Bihar,2006,Never Married,Male,91
1655,Himachal Pradesh,2010,Never Married,Male,91
2141,Kerala,2011,Divorcee,Male,91
2137,Kerala,2010,Seperated,Male,91
1675,Himachal Pradesh,2012,Never Married,Male,91
1844,Jharkhand,2005,Never Married,Female,91
3993,Uttarakhand,2004,Married,Male,91
2026,Karnataka,2011,Seperated,Female,90
3099,Odisha,2010,Widowed/Widower,Male,90
2127,Kerala,2009,Seperated,Male,90
1823,Jharkhand,2003,Married,Male,90
809,Chhattisgarh,2009,Widowed/Widower,Male,89
819,Chhattisgarh,2010,Widowed/Widower,Male,89
1329,Gujarat,2001,Widowed/Widower,Male,89
1295,Goa,2010,Never Married,Male,88
141,Andhra Pradesh,2003,Divorcee,Male,88
1235,Goa,2004,Never Married,Male,87
3785,Tripura,2007,Never Married,Male,87
3195,Puducherry,2008,Never Married,Male,87
1529,Haryana,2009,Widowed/Widower,Male,87
409,Assam,2005,Widowed/Widower,Male,87
3640,Tamil Nadu,2005,Divorcee,Female,86
1602,Himachal Pradesh,2005,Married,Female,86
3135,Puducherry,2002,Never Married,Male,86
2157,Kerala,2012,Seperated,Male,86
1802,Jharkhand,2001,Married,Female,85
3710,Tamil Nadu,2012,Divorcee,Female,85
3985,Uttarakhand,2003,Never Married,Male,85
1812,Jharkhand,2002,Married,Female,85
1635,Himachal Pradesh,2008,Never Married,Male,85
584,Bihar,2011,Never Married,Female,85
2417,Maharashtra,2002,Seperated,Male,85
484,Bihar,2001,Never Married,Female,84
758,Chhattisgarh,2004,Widowed/Widower,Female,84
1437,Gujarat,2012,Seperated,Male,84
3671,Tamil Nadu,2008,Divorcee,Male,84
1813,Jharkhand,2002,Married,Male,84
2010,Karnataka,2010,Divorcee,Female,84
1762,Jammu & Kashmir,2009,Married,Female,83
3868,Uttar Pradesh,2003,Widowed/Widower,Female,83
778,Chhattisgarh,2006,Widowed/Widower,Female,83
200,Andhra Pradesh,2009,Divorcee,Female,83
1783,Jammu & Kashmir,2011,Married,Male,83
161,Andhra Pradesh,2005,Divorcee,Male,83
3272,Punjab,2004,Married,Female,83
594,Bihar,2012,Never Married,Female,82
1874,Jharkhand,2008,Never Married,Female,82
1245,Goa,2005,Never Married,Male,82
1615,Himachal Pradesh,2006,Never Married,Male,82
4052,Uttarakhand,2010,Married,Female,82
3175,Puducherry,2006,Never Married,Male,82
769,Chhattisgarh,2005,Widowed/Widower,Male,82
3583,Sikkim,2011,Married,Male,82
2437,Maharashtra,2004,Seperated,Male,81
1474,Haryana,2004,Never Married,Female,81
3267,Punjab,2003,Seperated,Male,81
3046,Odisha,2005,Seperated,Female,81
1499,Haryana,2006,Widowed/Widower,Male,81
3661,Tamil Nadu,2007,Divorcee,Male,81
3982,Uttarakhand,2003,Married,Female,81
3784,Tripura,2007,Never Married,Female,80
1956,Karnataka,2004,Seperated,Female,80
3620,Tamil Nadu,2003,Divorcee,Female,80
3235,Puducherry,2012,Never Married,Male,80
4012,Uttarakhand,2006,Married,Female,79
1645,Himachal Pradesh,2009,Never Married,Male,79
3897,Uttar Pradesh,2006,Seperated,Male,79
3252,Punjab,2002,Married,Female,79
3909,Uttar Pradesh,2007,Widowed/Widower,Male,79
3962,Uttarakhand,2001,Married,Female,79
1946,Karnataka,2003,Seperated,Female,78
4151,West Bengal,2008,Divorcee,Male,78
3918,Uttar Pradesh,2008,Widowed/Widower,Female,78
789,Chhattisgarh,2007,Widowed/Widower,Male,78
525,Bihar,2005,Never Married,Male,78
1305,Goa,2011,Never Married,Male,78
4062,Uttarakhand,2011,Married,Female,78
3262,Punjab,2003,Married,Female,78
3165,Puducherry,2005,Never Married,Male,78
3869,Uttar Pradesh,2003,Widowed/Widower,Male,78
3804,Tripura,2009,Never Married,Female,78
768,Chhattisgarh,2005,Widowed/Widower,Female,78
406,Assam,2005,Seperated,Female,77
3449,Rajasthan,2009,Widowed/Widower,Male,77
130,Andhra Pradesh,2002,Divorcee,Female,77
2107,Kerala,2007,Seperated,Male,77
838,Chhattisgarh,2012,Widowed/Widower,Female,77
3282,Punjab,2005,Married,Female,77
1454,Haryana,2002,Never Married,Female,76
3824,Tripura,2011,Never Married,Female,76
4161,West Bengal,2009,Divorcee,Male,76
1539,Haryana,2010,Widowed/Widower,Male,76
3948,Uttar Pradesh,2011,Widowed/Widower,Female,76
293,Arunachal Pradesh,2006,Married,Male,76
1444,Haryana,2001,Never Married,Female,76
3849,Uttar Pradesh,2001,Widowed/Widower,Male,75
3848,Uttar Pradesh,2001,Widowed/Widower,Female,75
4022,Uttarakhand,2007,Married,Female,75
2001,Karnataka,2009,Divorcee,Male,75
353,Arunachal Pradesh,2012,Married,Male,75
171,Andhra Pradesh,2006,Divorcee,Male,75
4141,West Bengal,2007,Divorcee,Male,75
1397,Gujarat,2008,Seperated,Male,75
1822,Jharkhand,2003,Married,Female,75
3938,Uttar Pradesh,2010,Widowed/Widower,Female,75
4023,Uttarakhand,2007,Married,Male,75
3058,Odisha,2006,Widowed/Widower,Female,74
3079,Odisha,2008,Widowed/Widower,Male,74
1255,Goa,2006,Never Married,Male,74
1683,Jammu & Kashmir,2001,Married,Male,74
3184,Puducherry,2007,Never Married,Female,74
3438,Rajasthan,2008,Widowed/Widower,Female,74
3334,Punjab,2010,Never Married,Female,74
1449,Haryana,2001,Widowed/Widower,Male,74
3939,Uttar Pradesh,2010,Widowed/Widower,Male,74
3459,Rajasthan,2010,Widowed/Widower,Male,74
1377,Gujarat,2006,Seperated,Male,74
1367,Gujarat,2005,Seperated,Male,74
103,A & N Islands,2011,Married,Male,73
2875,Mizoram,2012,Never Married,Male,73
1665,Himachal Pradesh,2011,Never Married,Male,73
2327,Madhya Pradesh,2005,Seperated,Male,73
3834,Tripura,2012,Never Married,Female,73
2351,Madhya Pradesh,2008,Divorcee,Male,73
2371,Madhya Pradesh,2010,Divorcee,Male,72
534,Bihar,2006,Never Married,Female,72
131,Andhra Pradesh,2002,Divorcee,Male,72
436,Assam,2008,Seperated,Female,72
3479,Rajasthan,2012,Widowed/Widower,Male,72
181,Andhra Pradesh,2007,Divorcee,Male,72
1773,Jammu & Kashmir,2010,Married,Male,72
1315,Goa,2012,Never Married,Male,72
3215,Puducherry,2010,Never Married,Male,72
4065,Uttarakhand,2011,Never Married,Male,72
3555,Sikkim,2008,Never Married,Male,72
3144,Puducherry,2003,Never Married,Female,72
73,A & N Islands,2008,Married,Male,71
333,Arunachal Pradesh,2010,Married,Male,71
1772,Jammu & Kashmir,2010,Married,Female,71
1357,Gujarat,2004,Seperated,Male,71
3205,Puducherry,2009,Never Married,Male,71
3670,Tamil Nadu,2008,Divorcee,Female,71
3097,Odisha,2010,Seperated,Male,71
3069,Odisha,2007,Widowed/Widower,Male,71
3314,Punjab,2008,Never Married,Female,70
779,Chhattisgarh,2006,Widowed/Widower,Male,70
3889,Uttar Pradesh,2005,Widowed/Widower,Male,70
3354,Punjab,2012,Never Married,Female,70
3016,Odisha,2002,Seperated,Female,70
3651,Tamil Nadu,2006,Divorcee,Male,70
1484,Haryana,2005,Never Married,Female,70
1595,Himachal Pradesh,2004,Never Married,Male,70
3700,Tamil Nadu,2011,Divorcee,Female,70
1285,Goa,2009,Never Married,Male,70
2350,Madhya Pradesh,2008,Divorcee,Female,69
4033,Uttarakhand,2008,Married,Male,69
3947,Uttar Pradesh,2011,Seperated,Male,69
1782,Jammu & Kashmir,2011,Married,Female,69
494,Bihar,2002,Never Married,Female,69
1509,Haryana,2007,Widowed/Widower,Male,69
788,Chhattisgarh,2007,Widowed/Widower,Female,69
419,Assam,2006,Widowed/Widower,Male,69
2406,Maharashtra,2001,Seperated,Female,69
1605,Himachal Pradesh,2005,Never Married,Male,69
1930,Karnataka,2002,Divorcee,Female,68
3888,Uttar Pradesh,2005,Widowed/Widower,Female,68
3680,Tamil Nadu,2009,Divorcee,Female,68
2427,Maharashtra,2003,Seperated,Male,68
3304,Punjab,2007,Never Married,Female,68
3660,Tamil Nadu,2007,Divorcee,Female,68
3261,Punjab,2003,Divorcee,Male,68
2056,Kerala,2002,Seperated,Female,68
3119,Odisha,2012,Widowed/Widower,Male,67
3059,Odisha,2006,Widowed/Widower,Male,67
1794,Jammu & Kashmir,2012,Never Married,Female,67
429,Assam,2007,Widowed/Widower,Male,67
3611,Tamil Nadu,2002,Divorcee,Male,67
738,Chhattisgarh,2002,Widowed/Widower,Female,67
1427,Gujarat,2011,Seperated,Male,67
180,Andhra Pradesh,2007,Divorcee,Female,66
3344,Punjab,2011,Never Married,Female,66
83,A & N Islands,2009,Married,Male,66
2040,Kerala,2001,Divorcee,Female,66
1265,Goa,2007,Never Married,Male,66
3368,Rajasthan,2001,Widowed/Widower,Female,66
1407,Gujarat,2009,Seperated,Male,66
466,Assam,2011,Seperated,Female,66
3185,Puducherry,2007,Never Married,Male,65
4005,Uttarakhand,2005,Never Married,Male,65
728,Chhattisgarh,2001,Widowed/Widower,Female,65
1275,Goa,2008,Never Married,Male,65
3650,Tamil Nadu,2006,Divorcee,Female,65
303,Arunachal Pradesh,2007,Married,Male,65
1232,Goa,2004,Married,Female,65
150,Andhra Pradesh,2004,Divorcee,Female,65
4171,West Bengal,2010,Divorcee,Male,65
1625,Himachal Pradesh,2007,Never Married,Male,65
243,Arunachal Pradesh,2001,Married,Male,64
3117,Odisha,2012,Seperated,Male,64
1585,Himachal Pradesh,2003,Never Married,Male,64
3096,Odisha,2010,Seperated,Female,64
93,A & N Islands,2010,Married,Male,64
2401,Maharashtra,2001,Divorcee,Male,64
477,Assam,2012,Seperated,Male,64
2386,Madhya Pradesh,2011,Seperated,Female,64
3681,Tamil Nadu,2009,Divorcee,Male,64
1272,Goa,2008,Married,Female,64
2126,Kerala,2009,Seperated,Female,63
313,Arunachal Pradesh,2008,Married,Male,63
1764,Jammu & Kashmir,2009,Never Married,Female,63
504,Bihar,2003,Never Married,Female,63
2151,Kerala,2012,Divorcee,Male,63
1693,Jammu & Kashmir,2002,Married,Male,63
2416,Maharashtra,2002,Seperated,Female,63
3992,Uttarakhand,2004,Married,Female,63
3174,Puducherry,2006,Never Married,Female,63
1431,Gujarat,2012,Divorcee,Male,63
3946,Uttar Pradesh,2011,Seperated,Female,63
3124,Puducherry,2001,Never Married,Female,63
468,Assam,2011,Widowed/Widower,Female,63
837,Chhattisgarh,2012,Seperated,Male,62
3154,Puducherry,2004,Never Married,Female,62
428,Assam,2007,Widowed/Widower,Female,62
3389,Rajasthan,2003,Widowed/Widower,Male,62
1765,Jammu & Kashmir,2009,Never Married,Male,62
3279,Punjab,2004,Widowed/Widower,Male,62
1774,Jammu & Kashmir,2010,Never Married,Female,61
323,Arunachal Pradesh,2009,Married,Male,61
2397,Madhya Pradesh,2012,Seperated,Male,61
2370,Madhya Pradesh,2010,Divorcee,Female,61
3204,Puducherry,2009,Never Married,Female,61
3155,Puducherry,2004,Never Married,Male,61
1548,Haryana,2011,Widowed/Widower,Female,61
343,Arunachal Pradesh,2011,Married,Male,61
4181,West Bengal,2011,Divorcee,Male,61
43,A & N Islands,2005,Married,Male,60
1692,Jammu & Kashmir,2002,Married,Female,60
3975,Uttarakhand,2002,Never Married,Male,60
2087,Kerala,2005,Seperated,Male,60
3164,Puducherry,2005,Never Married,Female,60
3794,Tripura,2008,Never Married,Female,60
3899,Uttar Pradesh,2006,Widowed/Widower,Male,60
1205,Goa,2001,Never Married,Male,60
253,Arunachal Pradesh,2002,Married,Male,59
3564,Sikkim,2009,Never Married,Female,59
1784,Jammu & Kashmir,2011,Never Married,Female,59
2036,Karnataka,2012,Seperated,Female,59
1575,Himachal Pradesh,2002,Never Married,Male,59
3846,Uttar Pradesh,2001,Seperated,Female,59
1795,Jammu & Kashmir,2012,Never Married,Male,59
1282,Goa,2009,Married,Female,58
3100,Odisha,2011,Divorcee,Female,58
140,Andhra Pradesh,2003,Divorcee,Female,58
1722,Jammu & Kashmir,2005,Married,Female,58
2753,Meghalaya,2012,Married,Male,58
1312,Goa,2012,Married,Female,58
2146,Kerala,2011,Seperated,Female,58
1732,Jammu & Kashmir,2006,Married,Female,58
1262,Goa,2007,Married,Female,58
2020,Karnataka,2011,Divorcee,Female,58
1302,Goa,2011,Married,Female,57
3879,Uttar Pradesh,2004,Widowed/Widower,Male,57
33,A & N Islands,2004,Married,Male,57
1410,Gujarat,2010,Divorcee,Female,57
3194,Puducherry,2008,Never Married,Female,57
3027,Odisha,2003,Seperated,Male,57
379,Assam,2002,Widowed/Widower,Male,57
3369,Rajasthan,2001,Widowed/Widower,Male,57
1869,Jharkhand,2007,Widowed/Widower,Male,57
3116,Odisha,2012,Seperated,Female,56
2366,Madhya Pradesh,2009,Seperated,Female,56
3076,Odisha,2008,Seperated,Female,56
1489,Haryana,2005,Widowed/Widower,Male,56
1725,Jammu & Kashmir,2005,Never Married,Male,56
1137,Delhi,2006,Seperated,Male,56
2326,Madhya Pradesh,2005,Seperated,Female,56
4045,Uttarakhand,2009,Never Married,Male,56
3513,Sikkim,2004,Married,Male,56
759,Chhattisgarh,2004,Widowed/Widower,Male,56
2336,Madhya Pradesh,2006,Seperated,Female,55
4002,Uttarakhand,2005,Married,Female,55
1654,Himachal Pradesh,2010,Never Married,Female,55
2745,Meghalaya,2011,Never Married,Male,55
1292,Goa,2010,Married,Female,55
3,A & N Islands,2001,Married,Male,55
63,A & N Islands,2007,Married,Male,55
2457,Maharashtra,2006,Seperated,Male,55
3049,Odisha,2005,Widowed/Widower,Male,55
2021,Karnataka,2011,Divorcee,Male,55
1202,Goa,2001,Married,Female,55
1469,Haryana,2003,Widowed/Widower,Male,55
2046,Kerala,2001,Seperated,Female,55
3324,Punjab,2009,Never Married,Female,55
3857,Uttar Pradesh,2002,Seperated,Male,55
4032,Uttarakhand,2008,Married,Female,54
13,A & N Islands,2002,Married,Male,54
170,Andhra Pradesh,2006,Divorcee,Female,54
2296,Madhya Pradesh,2002,Seperated,Female,54
3744,Tripura,2003,Never Married,Female,54
1742,Jammu & Kashmir,2007,Married,Female,54
2050,Kerala,2002,Divorcee,Female,54
3077,Odisha,2008,Seperated,Male,54
1400,Gujarat,2009,Divorcee,Female,54
3876,Uttar Pradesh,2004,Seperated,Female,54
1222,Goa,2003,Married,Female,53
515,Bihar,2004,Never Married,Male,53
1459,Haryana,2002,Widowed/Widower,Male,53
3936,Uttar Pradesh,2010,Seperated,Female,53
1401,Gujarat,2009,Divorcee,Male,53
1735,Jammu & Kashmir,2006,Never Married,Male,53
3246,Punjab,2001,Seperated,Female,53
2297,Madhya Pradesh,2002,Seperated,Male,53
3214,Puducherry,2010,Never Married,Female,53
3429,Rajasthan,2007,Widowed/Widower,Male,53
113,A & N Islands,2012,Married,Male,52
3378,Rajasthan,2002,Widowed/Widower,Female,52
1518,Haryana,2008,Widowed/Widower,Female,52
376,Assam,2002,Seperated,Female,52
2376,Madhya Pradesh,2010,Seperated,Female,52
2447,Maharashtra,2005,Seperated,Male,52
3950,Uttar Pradesh,2012,Divorcee,Female,52
446,Assam,2009,Seperated,Female,51
1996,Karnataka,2008,Seperated,Female,51
1980,Karnataka,2007,Divorcee,Female,51
2076,Kerala,2004,Seperated,Female,51
2410,Maharashtra,2002,Divorcee,Female,51
1187,Delhi,2011,Seperated,Male,51
3937,Uttar Pradesh,2010,Seperated,Male,51
2431,Maharashtra,2004,Divorcee,Male,51
23,A & N Islands,2003,Married,Male,51
1252,Goa,2006,Married,Female,51
2116,Kerala,2008,Seperated,Female,51
3478,Rajasthan,2012,Widowed/Widower,Female,51
2317,Madhya Pradesh,2004,Seperated,Male,50
1745,Jammu & Kashmir,2007,Never Married,Male,50
1755,Jammu & Kashmir,2008,Never Married,Male,50
1242,Goa,2005,Married,Female,50
2291,Madhya Pradesh,2002,Divorcee,Male,50
623,Chandigarh,2003,Married,Male,50
1536,Haryana,2010,Seperated,Female,50
2733,Meghalaya,2010,Married,Male,50
2743,Meghalaya,2011,Married,Male,50
3906,Uttar Pradesh,2007,Seperated,Female,50
1421,Gujarat,2011,Divorcee,Male,50
1614,Himachal Pradesh,2006,Never Married,Female,50
3927,Uttar Pradesh,2009,Seperated,Male,50
1411,Gujarat,2010,Divorcee,Male,50
53,A & N Islands,2006,Married,Male,49
1664,Himachal Pradesh,2011,Never Married,Female,49
3601,Tamil Nadu,2001,Divorcee,Male,49
3565,Sikkim,2009,Never Married,Male,49
3448,Rajasthan,2009,Widowed/Widower,Female,49
713,Chandigarh,2012,Married,Male,49
1390,Gujarat,2008,Divorcee,Female,49
2000,Karnataka,2009,Divorcee,Female,49
1380,Gujarat,2007,Divorcee,Female,49
2071,Kerala,2004,Divorcee,Male,49
2467,Maharashtra,2007,Seperated,Male,49
1127,Delhi,2005,Seperated,Male,48
2460,Maharashtra,2007,Divorcee,Female,48
1986,Karnataka,2007,Seperated,Female,48
3294,Punjab,2006,Never Married,Female,48
3086,Odisha,2009,Seperated,Female,48
3409,Rajasthan,2005,Widowed/Widower,Male,48
3917,Uttar Pradesh,2008,Seperated,Male,48
1634,Himachal Pradesh,2008,Never Married,Female,48
3469,Rajasthan,2011,Widowed/Widower,Male,47
3552,Sikkim,2008,Married,Female,47
3020,Odisha,2003,Divorcee,Female,47
3090,Odisha,2010,Divorcee,Female,47
4014,Uttarakhand,2006,Never Married,Female,47
2100,Kerala,2007,Divorcee,Female,47
416,Assam,2006,Seperated,Female,47
1479,Haryana,2004,Widowed/Widower,Male,47
1212,Goa,2002,Married,Female,47
431,Assam,2008,Divorcee,Male,47
55,A & N Islands,2006,Never Married,Male,47
121,Andhra Pradesh,2001,Divorcee,Male,47
1381,Gujarat,2007,Divorcee,Male,47
1430,Gujarat,2012,Divorcee,Female,47
3234,Puducherry,2012,Never Married,Female,46
2693,Meghalaya,2006,Married,Male,46
160,Andhra Pradesh,2005,Divorcee,Female,46
3224,Puducherry,2011,Never Married,Female,46
1167,Delhi,2009,Seperated,Male,46
399,Assam,2004,Widowed/Widower,Male,46
1177,Delhi,2010,Seperated,Male,46
3030,Odisha,2004,Divorcee,Female,46
3886,Uttar Pradesh,2005,Seperated,Female,45
1889,Jharkhand,2009,Widowed/Widower,Male,45
3592,Sikkim,2012,Married,Female,45
65,A & N Islands,2007,Never Married,Male,45
2140,Kerala,2011,Divorcee,Female,45
3388,Rajasthan,2003,Widowed/Widower,Female,45
3379,Rajasthan,2002,Widowed/Widower,Male,45
3593,Sikkim,2012,Married,Male,45
2411,Maharashtra,2002,Divorcee,Male,45
2066,Kerala,2003,Seperated,Female,45
2096,Kerala,2006,Seperated,Female,45
2106,Kerala,2007,Seperated,Female,45
2041,Kerala,2001,Divorcee,Male,45
1682,Jammu & Kashmir,2001,Married,Female,45
3851,Uttar Pradesh,2002,Divorcee,Male,45
3995,Uttarakhand,2004,Never Married,Male,44
1644,Himachal Pradesh,2009,Never Married,Female,44
3898,Uttar Pradesh,2006,Widowed/Widower,Female,44
1835,Jharkhand,2004,Never Married,Male,44
4074,Uttarakhand,2012,Never Married,Female,44
371,Assam,2002,Divorcee,Male,44
2873,Mizoram,2012,Married,Male,44
1447,Haryana,2001,Seperated,Male,44
2377,Madhya Pradesh,2010,Seperated,Male,44
1712,Jammu & Kashmir,2004,Married,Female,44
120,Andhra Pradesh,2001,Divorcee,Female,43
1538,Haryana,2010,Widowed/Widower,Female,43
1702,Jammu & Kashmir,2003,Married,Female,43
2150,Kerala,2012,Divorcee,Female,43
381,Assam,2003,Divorcee,Male,43
1467,Haryana,2003,Seperated,Male,43
827,Chhattisgarh,2011,Seperated,Male,43
826,Chhattisgarh,2011,Seperated,Female,43
3856,Uttar Pradesh,2002,Seperated,Female,43
4064,Uttarakhand,2011,Never Married,Female,43
95,A & N Islands,2010,Never Married,Male,42
3458,Rajasthan,2010,Widowed/Widower,Female,42
2316,Madhya Pradesh,2004,Seperated,Female,42
1775,Jammu & Kashmir,2010,Never Married,Male,42
1734,Jammu & Kashmir,2006,Never Married,Female,42
3926,Uttar Pradesh,2009,Seperated,Female,42
3240,Punjab,2001,Divorcee,Female,42
2320,Madhya Pradesh,2005,Divorcee,Female,42
1558,Haryana,2012,Widowed/Widower,Female,42
3900,Uttar Pradesh,2007,Divorcee,Female,42
1565,Himachal Pradesh,2001,Never Married,Male,42
2470,Maharashtra,2008,Divorcee,Female,42
2070,Kerala,2004,Divorcee,Female,42
3125,Puducherry,2001,Never Married,Male,42
2090,Kerala,2006,Divorcee,Female,41
663,Chandigarh,2007,Married,Male,41
263,Arunachal Pradesh,2003,Married,Male,41
2086,Kerala,2005,Seperated,Female,41
1371,Gujarat,2006,Divorcee,Male,41
3134,Puducherry,2002,Never Married,Female,41
673,Chandigarh,2008,Married,Male,41
3483,Sikkim,2001,Married,Male,41
576,Bihar,2010,Seperated,Female,41
3512,Sikkim,2004,Married,Female,41
378,Assam,2002,Widowed/Widower,Female,40
3964,Uttarakhand,2001,Never Married,Female,40
2101,Kerala,2007,Divorcee,Male,40
1448,Haryana,2001,Widowed/Widower,Female,40
3737,Tripura,2002,Seperated,Male,40
2130,Kerala,2010,Divorcee,Female,40
2346,Madhya Pradesh,2007,Seperated,Female,40
2426,Maharashtra,2003,Seperated,Female,40
2863,Mizoram,2011,Married,Male,40
3021,Odisha,2003,Divorcee,Male,40
3543,Sikkim,2007,Married,Male,40
4015,Uttarakhand,2006,Never Married,Male,40
3017,Odisha,2002,Seperated,Male,40
3965,Uttarakhand,2001,Never Married,Male,40
1457,Haryana,2002,Seperated,Male,40
1197,Delhi,2012,Seperated,Male,40
3769,Tripura,2005,Widowed/Widower,Male,39
3847,Uttar Pradesh,2001,Seperated,Male,39
1604,Himachal Pradesh,2005,Never Married,Female,39
3087,Odisha,2009,Seperated,Male,39
524,Bihar,2005,Never Married,Female,39
3026,Odisha,2003,Seperated,Female,39
2307,Madhya Pradesh,2003,Seperated,Male,39
2337,Madhya Pradesh,2006,Seperated,Male,39
1147,Delhi,2007,Seperated,Male,39
3711,Tamil Nadu,2012,Divorcee,Male,39
